id,turns,victory_status,winner,white_id,white_rating,black_id,black_rating
Of7utwYA,47,resign,white,sergipechess,1863,kyanh,1567
MbJQrZqR,38,resign,white,kyanh,1559,alexharut,1423
57CfXLeQ,34,resign,black,kyanh,1570,almanya_online,1611
6jtIjE2R,39,resign,white,erhancn,1562,kyanh,1582
jsfpSHaf,43,resign,white,kyanh,1576,sabir747,1386
CPDDgugd,41,mate,white,hilarious2022,1353,kyanh,1595
RXnpG2TZ,49,resign,white,kyanh,1591,nasa179,1326
FgNBqN3z,38,outoftime,black,ahmadsan,1560,kyanh,1580
ploTbJ6s,70,outoftime,black,petrinja1,1727,kyanh,1574
hbxnJvqu,48,resign,black,kyanh,1579,ashis_ch,1841
eZH6krXF,50,resign,black,luckynrone,1877,kyanh,1558
qKXrw2ki,57,resign,white,kyanh,1536,trippinboris,1962
FhfFRSoX,148,outoftime,draw,kyanh,1529,fivetimes,1763
EHmTVpmX,62,mate,black,sadecebeyaz,1590,kyanh,1515
XUuJhAEP,29,resign,white,samba_rei,1653,kyanh,1522
1CEn79ih,52,mate,black,manikandan_25,1675,kyanh,1505
EHODQ73d,26,mate,black,nandito_messi,1547,kyanh,1491
Wt4pO0yV,59,resign,black,kyanh,1507,nightshade7,1399
37DIkyQP,2,draw,draw,marianocharly,1641,kyanh,1502
BThm18qK,195,draw,draw,kyanh,1496,tossinov,1703
IgqWb3wU,56,resign,black,martinlutherking,1482,kyanh,1484
TAdphcbm,40,resign,black,kyanh,1486,timur-30,1909
63lPam9c,31,mate,white,mat-chess,1919,kyanh,1488
I400IkFs,60,resign,black,kyanh,1488,vikingo31,2192
Q9Bk2G35,45,resign,white,kyanh,1470,avonskillstreet,1684
irRJlNd6,63,draw,draw,kyanh,1465,herbertfj,1659
bubeMcp6,17,resign,white,gucanni,1586,kyanh,1473
pxoOFfHH,34,resign,white,nickm3,1548,kyanh,1488
Av8udV1F,36,mate,black,kyanh,1500,checkerssux,1501
RIrGfA5F,62,mate,black,jgan91,1509,kyanh,1487
GlTzWj5E,46,draw,draw,jobwoge,1356,kyanh,1491
lFN4Gvv1,34,resign,black,kyanh,1495,stratus22,1771
cJRIpA0K,38,resign,white,bud4la,1529,fischerdipper,1639
4u0MUqHf,107,resign,white,fischerdipper,1631,bud4la,1537
68pMrUFp,42,resign,black,bud4la,1546,fischerdipper,1621
hz2R5AX6,35,resign,white,puppoo1981,1568,fischerdipper,1636
ZbjPJQvo,122,mate,black,george_35,1354,fischerdipper,1631
rbcpm9pr,71,mate,white,fischerdipper,1626,george_35,1384
3fubUQ1L,42,resign,black,fischerdipper,1639,dubac___3,1813
QYc8zif6,2,outoftime,black,fischerdipper,1646,hooponopono,1795
afXDSWwS,11,resign,white,fischerdipper,1646,underhman,939
kzO8xpo0,54,resign,black,fischerdipper,1657,koepkos,1678
lfKoLKHr,58,resign,white,koepkos,1667,fischerdipper,1668
DcNnJYPu,42,resign,black,fischerdipper,1683,aloe78,1599
4ohxsOYi,116,draw,draw,aloe78,1596,fischerdipper,1686
nBIWZ8Fi,74,mate,black,adhen,1769,fischerdipper,1659
IIlpa2I0,54,mate,black,fischerdipper,1668,adhen,1761
Fl7n8wyn,85,resign,white,adhen,1752,fischerdipper,1677
kATFCmb6,38,resign,black,fischerdipper,1688,adhen,1743
8BHaVwSf,41,resign,white,diazbrothers,1582,fischerdipper,1704
JHs2yQVf,121,mate,white,fischerdipper,1693,ffuentes90,1666
WOwzREnN,30,resign,black,ffuentes90,1676,fischerdipper,1680
vCxVnALT,64,resign,black,coco31,1142,fischerdipper,1679
BAKj62Jt,15,mate,white,fischerdipper,1678,coco31,1148
IhPROx4l,40,resign,black,coco31,1154,fischerdipper,1676
FEAnKMLP,128,draw,draw,fischerdipper,1686,coco31,1098
wwF013vq,48,resign,black,coco31,1102,fischerdipper,1685
UVCNEXse,51,mate,white,fischerdipper,1684,coco31,1107
YeWcT5XP,71,resign,black,golden06,1493,fischerdipper,1678
mOQE6k1N,60,resign,white,silviumd,1525,fischerdipper,1693
nIQ2d4S6,58,mate,black,spinola01,1709,fischerdipper,1681
PRsV872Z,60,resign,black,fischerdipper,1692,spinola01,1699
TQOTfC0X,40,resign,white,spinola01,1688,fischerdipper,1704
XA0DImut,29,outoftime,white,fischerdipper,1699,karabas,1497
SBB7hpZn,98,resign,black,fischerdipper,1703,leviatoff,1943
9LBbJAy5,71,resign,black,mb1981,1694,fischerdipper,1692
jkBe42CV,135,draw,draw,fischerdipper,1696,elio12,1564
Z9FnkzxR,34,mate,black,elio12,1572,fischerdipper,1688
rt1IFgnN,60,mate,black,waldi65,1392,fischerdipper,1684
m6bOuo2a,47,resign,black,fischerdipper,1707,dinnei,1696
d79KE45O,23,resign,white,dinnei,1684,fischerdipper,1720
VzLpYJ1R,78,mate,black,fischerdipper,1733,dinnei,1672
wLCl9YNn,35,mate,white,fischerdipper,1721,koljan,1736
RSsb4wYF,53,resign,white,koljan,1724,fischerdipper,1733
lm8AKQIn,120,mate,black,fischerdipper,1746,koljan,1712
uiJ5thnm,41,mate,white,fischerdipper,1741,funracer_at,1496
GHlw6n8z,42,resign,black,tensors,1295,blackhat46,1240
yLhzi5Dd,63,resign,white,fabioamsouza,1430,tensors,1302
brPQOL4Y,23,resign,black,tensors,1302,piedperson,1248
gH21a6oq,32,resign,black,tensors,1314,shelob,1270
giix8ieL,73,resign,white,grafy,1445,tensors,1314
Un8lFrlI,90,resign,black,tensors,1321,ivanchenko-andriy,1451
xNeUwMhV,41,mate,white,yorashi,1300,tensors,1333
ckyHRYkd,43,resign,white,tensors,1318,montex,1449
qRI4whmd,38,resign,black,sdw207,1450,tensors,1303
fE1B5wMl,41,mate,white,tensors,1290,egroka,1367
pbX2HMso,84,resign,black,tensors,1300,facuuu,1330
TVcCQzD5,56,resign,black,czarek77,1209,tensors,1291
KYsVM4yI,30,resign,black,tensors,1299,fischerfisch,1418
e4kFuJQ9,6,resign,white,nf1951,1814,tensors,1299
5FPLsNja,67,resign,white,spetsnaz_gm,1348,tensors,1308
uBwEbVAF,56,resign,black,tensors,1318,thinkingmanga63,1366
7sZ6ADlB,103,resign,white,ineedaname,1324,tensors,1329
1iCdDMNl,40,mate,black,tensors,1345,fran_1991,1187
8lPSOnVV,52,resign,black,tensors,1352,gambeet21,1149
YQvHXNdq,57,draw,draw,tensors,1350,djjohnson,1429
BHUzGb7V,23,resign,white,pearicetea,1403,tensors,1340
W3fUpxff,39,mate,white,tensors,1322,firstthebest,1072
eCQSU6WF,52,resign,black,tensors,1331,olesam,1382
sOofcpg2,41,resign,white,olesam,1373,tensors,1341
stoudusq,33,resign,white,anotherchessplayer1,1350,baygonv,1265
Q8AA3Qby,58,resign,black,aig7,1270,anotherchessplayer1,1299
R9lE5mr6,31,mate,white,anotherchessplayer1,1223,aig7,1282
KKoEd9W4,15,resign,white,eltiago,1289,anotherchessplayer1,1306
AFBQ040C,32,resign,black,blinskey,1007,anotherchessplayer1,1268
jRosMYvP,45,resign,white,bassim,1170,hill_j,1179
47I7Smmy,25,resign,white,stonedragon,1442,hill_j,1183
mjeeolDf,15,resign,white,hill_j,1172,piotrpiotr,1170
bn6tE2Gy,62,resign,black,hill_j,1178,armo96,1346
SQz0aocr,59,resign,white,beef_cake,1171,hill_j,1190
9bpYNzjf,51,resign,white,hill_j,1175,justin2718,1329
faXIXTIb,22,resign,black,plahbrogan,1273,hill_j,1160
BvcCXIJt,27,resign,white,hill_j,1154,arwiz,974
FH8TvLSY,34,resign,black,hill_j,1167,vwhite,1122
99ONvKAR,79,outoftime,white,virgil777,1439,hill_j,1171
ukTTpK9V,73,resign,white,gabofd,1245,hill_j,1170
XwMJo8Hb,74,mate,black,minigunexplosive,1250,hill_j,1156
Wxgi9dv0,92,resign,black,hill_j,1164,martan1208,1263
zijw7opz,26,resign,black,hill_j,1173,smashtoblack,1251
5XspUzEQ,40,mate,black,tomplfr,1089,hill_j,1165
mF8Y8wMD,77,resign,white,plengkung,1278,hill_j,1173
0iDlMyOe,58,resign,black,hill_j,1178,menorca666,1391
S6w3WP4J,51,mate,white,hill_j,1164,zaraki2103,1293
dMKJGAdC,73,outoftime,white,agarahman,1353,hill_j,1170
XRepUkbo,50,mate,black,leon_free,1030,hill_j,1162
8qrohlbN,52,resign,black,hill_j,1176,bzhvarik,1118
YjfJDGGF,11,mate,white,calvelame,1353,hill_j,1181
z3qhi0Bd,61,resign,white,joaomatz,1184,hill_j,1184
mN4q9WaV,19,resign,white,hill_j,1171,elcid_barrett,1252
o2qYkjN6,51,resign,white,hill_j,1157,srspanks,1234
KCGLwr8V,12,resign,black,allstar321,1034,hill_j,1149
x1WIDEZK,86,draw,draw,hill_j,1156,dezinto,886
snYK1vb6,27,mate,white,hill_j,1142,tricky-trojan,1226
tCGqQulN,86,mate,black,killuwatts,1042,hill_j,1133
d8WlBOrX,61,mate,white,hill_j,1123,wazik,1084
pWKk30rV,53,mate,white,czungun,1247,hill_j,1122
wQrRnpIt,50,mate,black,trastindi,1070,hill_j,1112
qFF2fQKT,16,resign,white,hill_j,1099,doctormerp,1173
3hcX07ip,110,outoftime,black,hill_j,1114,spi2rone,1027
bg6UbBVr,45,mate,white,wolfevelyn,914,hill_j,1133
qful43xo,93,mate,white,hill_j,1125,fercab777,996
tSsmRu5M,105,resign,white,karfedericol,1242,hill_j,1125
FdDUEr14,60,resign,black,hill_j,1133,karfedericol,1234
KNp9mDXB,58,mate,black,six_moves_ahead,981,hill_j,1127
SdKFE3PV,65,mate,white,hill_j,1111,mogadorlionne,1219
6eguvCWU,56,mate,black,hill_j,1126,safran25,1054
BLTfqEmu,64,resign,black,hill_j,1147,skipskipskop,908
x0M9UzvX,4,resign,black,skipskipskop,914,hill_j,1141
HDH18gtj,58,resign,black,brodskay,1984,roman12342005,1948
lHNSzBps,34,resign,black,roman12342005,1954,rindu38,2158
PyEpiSJp,101,resign,white,thebadfish,2008,roman12342005,1954
yyxv1Rvw,35,resign,black,roman12342005,1954,thebadfish,2008
15LAUrJ2,54,resign,black,thebadfish,2008,roman12342005,1954
A7XDlKwD,116,resign,black,roman12342005,1954,thebadfish,2008
ihRvX5OV,115,mate,white,gg_easytobeatme_yt,2100,roman12342005,1960
ZYvbvpag,48,draw,draw,sanmarco,1945,roman12342005,1961
BnUS7DQe,56,draw,draw,tolia,1982,roman12342005,1960
W8zaOGXs,54,resign,black,roman12342005,1974,gholamreza1341,1899
TpxYFubZ,37,resign,white,chess_legend_rus,2068,roman12342005,1982
N7FMrhyD,81,resign,white,roman12342005,1959,cocomoko,2028
leveeyFX,45,resign,white,soltan1800,2005,roman12342005,1969
cRu3Kf1o,161,mate,white,roman12342005,1960,selami011235,1868
gShSMXDR,88,resign,black,roman12342005,1964,kingscrusher-youtube,2287
NYlPGBFO,148,draw,draw,kingpong,1914,roman12342005,1965
brC35BxF,119,mate,white,roman12342005,1951,dmekro,2049
fwGfUhX6,60,resign,black,lyckyfisher,2149,roman12342005,1933
h0irlyP1,34,mate,black,alaindubleu,1599,roman12342005,1929
eliy5ecl,94,resign,black,milanello,1882,roman12342005,1919
3sNZxnJZ,122,mate,black,manavalam2,1699,roman12342005,1914
fFfNpkab,44,resign,black,roman12342005,1916,chessmaste,2285
k8bpLGVX,26,resign,black,roman12342005,1936,bohlool,1638
inhWg7LE,116,resign,black,decky84,1758,roman12342005,1929
s8b6pWX3,31,resign,white,elcortez,1265,roman12342005,1957
FGUuHBIN,133,mate,white,roman12342005,1954,aldairrodriguez,1578
FfPQwkyj,65,resign,white,sheshengy,1984,total_chess,2050
jTvyCsWT,62,mate,black,total_chess,2050,mr_pablo,1627
qn5XNlhr,62,resign,black,mr_pablo,1627,total_chess,2050
eJgE3AVx,42,mate,black,total_chess,2050,mr_pablo,1627
YNQ5pxFn,42,resign,black,mr_pablo,1627,total_chess,2050
WQTHwpKc,158,draw,draw,megatirfan,1617,total_chess,2050
ndZRhK6w,31,resign,white,total_chess,2050,denapoli,1852
RkhniADk,46,resign,black,superiority,1981,total_chess,2050
y9jJdqti,20,resign,black,total_chess,2050,superiority,1981
yC4TNsVZ,73,mate,white,caernarfon,1901,snaek161616,1164
sfAQRL4r,35,mate,white,snaek161616,1164,a_raccoon,1435
73yrL8pJ,71,outoftime,white,a_raccoon,1435,snaek161616,1164
TWpQfwRs,46,resign,white,snaek161616,1164,a_raccoon,1435
33CuQ7Wv,52,resign,black,snaek161616,1164,caernarfon,1901
H8ZbC9Nb,52,outoftime,black,snaek161616,1245,labg141,1228
c97bIIYV,70,outoftime,black,vinhancock,1287,snaek161616,1099
nQNTkDIK,49,resign,white,caernarfon,1866,snaek161616,1099
YcFsnSyR,75,resign,white,alihasanzadeh,1211,snaek161616,1230
3zUeArOl,61,mate,white,diz_stack,1344,snaek161616,1500
YDr0Gbb8,41,resign,white,caernarfon,1834,snaek161616,1500
bkePgHvV,46,resign,black,snaek161616,1500,caernarfon,1834
1Rb8zwjl,53,mate,white,regicidal2,1635,snaek161616,1500
zJiScU54,52,mate,black,alkeal,1456,dr_perdyllo,1604
Z4SG1Ob7,36,resign,black,joydivisions,1378,alkeal,1318
8MfLGOXL,64,resign,black,alkeal,1500,jordanson,1487
JAAIwQEV,65,resign,white,gr8_m8_m8_im_ir8,1714,karo1972,1709
DDTJ3Yeo,71,resign,white,ferrojimenez,1613,gr8_m8_m8_im_ir8,1729
hn1NqGaN,50,resign,black,gr8_m8_m8_im_ir8,1731,schachlerno,2127
33xKIuG7,54,mate,black,gr8_m8_m8_im_ir8,1739,samangan20,1840
tKZv5wGC,76,mate,black,nimaaa73,1760,gr8_m8_m8_im_ir8,1718
c2WR287x,61,resign,white,antonio48,1708,gr8_m8_m8_im_ir8,1729
MIapptBf,53,resign,white,gr8_m8_m8_im_ir8,1721,tiberius64,1643
J2GvS4LK,24,resign,black,akutt52y,1707,gr8_m8_m8_im_ir8,1712
Sfay2hYj,64,mate,black,ntam,1170,prabhakarchand1,1662
wytBeWQ0,51,resign,white,juddah,1261,ntam,1237
Z0VzPUPm,71,mate,white,ntam,1100,twizzcliff,1306
1pBIszeA,49,mate,white,ca-va-lier,1590,ntam,1100
CAEZnTSC,34,mate,black,ntam,1100,ca-va-lier,1590
JT1xA30W,88,outoftime,black,ntam,1302,realmadrid69,875
9UGcuRBe,11,draw,draw,dmitry1111,1234,ntam,1335
LSQ4yNeU,11,mate,white,carbon752,1522,ntam,1500
xSwSmC1e,86,resign,black,chilon,2306,chesscarl,2405
TovD1oTY,58,resign,black,loebas,2422,chesscarl,2386
u0FzSAO8,50,resign,black,thelordoftheboard,2373,chesscarl,2356
1YmgTIJI,62,resign,black,lebbeusz2450,2325,chesscarl,2338
DYpN9YxD,39,resign,white,chesscarl,2336,christopho,1830
9ZsNhTh2,49,resign,white,chesscarl,2334,kiterdekel,1836
78hLyDK0,43,resign,white,chesscarl,2329,a_b_d_o,2017
mquRdEhM,84,mate,black,angel2006,1879,chesscarl,2326
awUwx4yw,41,resign,white,chesscarl,2323,angel2006,1881
wXWF2VOU,48,resign,black,aca021,1622,chesscarl,2322
AAiM3La2,48,mate,black,rigoberto_22,1933,chesscarl,2318
FrYghAWU,38,resign,black,heisenberg3,1983,chesscarl,2313
2HUEMO77,41,mate,white,chesscarl,2312,mario-panagiotis,1663
ob8ByiQL,28,resign,black,vchess4,1866,chesscarl,2309
XDgrsvyY,74,resign,black,slobodan7,1835,chesscarl,2307
drftECef,29,resign,white,chesscarl,2300,grosschess,2041
lLnTBNyP,45,resign,white,chesscarl,2288,danielsor,2148
q1qoMs5p,61,mate,white,chesscarl,2283,sergey197316,1947
FicdeaYj,19,resign,white,chesscarl,2275,anna1605,2016
DrNPTV0R,48,resign,black,fire_on_the_board,1909,chesscarl,2271
h8sFveY6,41,resign,white,chesscarl,2263,wevertonsoares,2006
YTPvqqDg,30,resign,black,rodrigo-sagastegui,1293,chesscarl,2263
x3qqYZK7,55,mate,white,chesscarl,2257,withouttroble,1922
TTXLxBqr,72,resign,black,bdoq,2191,chesscarl,2239
tz5RAeQT,78,resign,black,hayki34,1380,chesscarl,2239
M0iO8NeI,34,resign,black,klemi,1796,chesscarl,2235
DuBCgvJa,56,mate,black,mavrincbor,1879,chesscarl,2230
4Sqxp7eu,49,resign,white,chesscarl,2217,g_king,2059
zbVWQB0i,72,mate,black,peshkach,2336,chesscarl,2185
e0t2usED,70,resign,white,chesscarl,2175,krembrule,1936
jcoH8Yl5,83,resign,white,chesscarl,2161,grewia,1984
ynfbOFga,57,resign,white,chesscarl,2150,ratnikmora,1915
VG0al8lF,39,resign,black,ibonuribeetxebarria,1976,chesscarl,2135
QR3IXpzt,56,resign,black,foucheval,1830,chesscarl,2126
4SrloqB0,46,resign,black,comped,2001,chesscarl,2105
aQ1k38XF,31,mate,white,chesscarl,2104,just_emza,1344
PccY4zs2,66,resign,black,bshma,1918,chesscarl,2086
MXV6B40A,52,resign,white,chesscarl,2082,gfinch,1500
1mi2HfIm,100,resign,black,thorfabian,1774,chesscarl,2071
yqlKfOAp,10,resign,black,thorfabian,1778,chesscarl,2059
PSjD1Xhv,49,resign,black,thorfabian,1783,chesscarl,2045
eswCrJcC,100,mate,black,thorfabian,1788,chesscarl,2029
D9vtX3w9,107,resign,white,oilen1401,1609,chesscarl,2109
Twie5enB,44,mate,black,mahyir35,1701,chesscarl,2100
eoC6bFlt,27,resign,white,chesscarl,2091,mahyir35,1704
Sex2TQMA,72,resign,black,superii,1931,chesscarl,2061
5Si2wSRc,21,outoftime,white,knight602,1408,connorslaskowski,1396
iKbLCzcl,91,mate,white,knight602,1398,dumas27,1383
2MbA3y3n,35,resign,white,knight602,1387,leolayon,1399
P5HuMoRZ,50,mate,black,knight602,1394,bababird,1512
QgodfZ9N,56,resign,black,negativegerilla,1479,knight602,1381
8FYUaMEF,37,resign,white,knight602,1371,cistajeba,1374
OLLL4UW9,66,resign,black,mani66,1372,knight602,1360
hjAt7pYG,40,resign,white,knight602,1351,kskatem,1287
WZ0QVNtC,32,mate,black,noddlep2,1209,dkermanns,1265
nt4Pwj5C,26,mate,black,noddlep2,1221,def--spb,1820
EfbR5viI,89,mate,white,wilk,1332,noddlep2,1500
JrlAIscq,65,resign,black,cheateralert,1528,dbmcdonald,1369
Pl9lWO03,37,resign,white,dbmcdonald,1231,cheateralert,1545
1PCJShdC,48,resign,white,dbmcdonald,1142,zwickdendackl,1138
KsrYTVJW,54,outoftime,black,dbmcdonald,1263,fatih221b,1264
ZydVhIrf,43,mate,white,sotochka,1392,dbmcdonald,1500
GUt4BWYv,60,resign,black,starfire777,1906,rfqjr,1834
KOX0GIOh,122,outoftime,black,rfqjr,1841,rostfrei,2015
JLq6d7LP,49,resign,white,willconquer,1905,rfqjr,1852
3fwBIVZP,56,mate,black,venetosergio,1467,bloonfreakster,1478
4RggB4Pd,77,mate,white,bloonfreakster,1478,a7twen,1500
Yb0t6EPX,60,resign,black,a7twen,1500,bloonfreakster,1478
zHBeN1Ql,33,mate,white,bloonfreakster,1478,sd56,1362
HsolNMZx,83,resign,white,bloonfreakster,1478,x6sapnupuas9x,1490
fDGEuax4,102,mate,black,romaniuk,1453,bloonfreakster,1466
yzk9TBrf,29,resign,white,bloonfreakster,1466,rjfusafischer,1592
7EOkF0DP,91,resign,white,bloonfreakster,1466,chanta1950,1582
Jdcqh0ZM,34,resign,black,bloonfreakster,1466,rcatlc,1744
zoaBo5Hf,59,resign,black,bloonfreakster,1479,banana_boat,1454
lad73Yza,41,resign,white,schipio,1566,bloonfreakster,1493
IdLtnMSr,54,resign,black,wiggleitjiggleit,1454,wachmacher,1421
jVg6I7ln,43,resign,white,pv2017,1444,wiggleitjiggleit,1465
FBDzyVF9,34,resign,black,blazingheart,1387,wiggleitjiggleit,1457
99WIHFGT,122,resign,black,imlimbad,1417,wiggleitjiggleit,1447
IwZxp7dg,51,mate,white,wiggleitjiggleit,1436,simplymaster,1439
ZP5ZQVcC,62,resign,black,wiggleitjiggleit,1455,jourapoura,1081
mcIe47kW,30,resign,black,antitexnik,1318,wiggleitjiggleit,1448
izepvFbk,79,outoftime,white,wiggleitjiggleit,1437,simplymaster,1446
079kHDqh,32,resign,black,wiggleitjiggleit,1448,penguin_lo,1436
3HcbGoZ7,78,resign,black,vkmansftw,1308,wiggleitjiggleit,1441
nbM0dEPe,82,resign,black,mark1984,1708,mirniy86,1851
hN4to7eV,64,resign,black,markovits75,1960,enialios,2260
3T6iRhh0,59,resign,black,markovits75,1969,enialios,2247
p80h54Rh,62,resign,black,theanonymousone,1325,polasara,1174
7yjm4QKt,104,mate,black,theanonymousone,1325,leaving_at_dawn,1500
GLNSsTvw,65,mate,white,theanonymousone,1322,costillar,913
AKDSQGBI,23,resign,white,garib33gg,1224,theanonymousone,1332
PklztzJG,50,mate,black,theanonymousone,1353,marlowe43,1068
KU3BtTZA,58,mate,black,nikosioannidis,1131,theanonymousone,1347
ngPkTMFq,64,resign,black,macripoly,1197,theanonymousone,1340
PG8ZOrx8,56,resign,black,eouen,1163,theanonymousone,1340
hh4qc2VN,18,resign,black,theanonymousone,1362,hero100,976
F8VACPac,43,resign,white,theanonymousone,1348,antonydoytchev,1381
WddnNxvy,24,resign,black,radioactive7,1375,theanonymousone,1334
IstEfy2X,125,mate,white,tedcarter,911,theanonymousone,1356
rXQXKATs,104,resign,black,theoldnewb,1030,theanonymousone,1352
BR4DwSI4,29,resign,white,theanonymousone,1352,suck-it-sibar,1408
3PMOVHCd,48,resign,black,zugaddict,2035,theanonymousone,1352
ZnlHxqo0,65,mate,white,slon-al,1787,wesleytonini,1417
DUjvd9GQ,20,resign,black,slon-al,1810,shairo08,1495
hrWVSoCt,38,mate,black,mossall,1783,slon-al,1797
Y0ubgfvj,26,resign,white,illamola,1723,slon-al,1814
x3jqgdWW,70,resign,black,brunozaurus,1645,slon-al,1806
4hOpQkq4,35,resign,white,slon-al,1800,granit10,1590
U7NDaOs3,23,resign,white,slon-al,1798,weifi,1250
BXpDfkWi,76,resign,black,buddel13,1602,slon-al,1791
BqpWJ53F,68,outoftime,black,amando_s,1415,slon-al,1788
ApAyKSwj,4,resign,white,w-j,1758,slon-al,1804
xacBVmLA,30,resign,black,slon-al,1815,dalmatinac,1889
JP6ug5fw,59,mate,white,slon-al,1800,safin_241,1831
cOtmY0Wx,77,resign,white,safin_241,1820,slon-al,1814
zkP3Fthl,76,outoftime,black,slon-al,1830,safin_241,1809
vM7Emdp3,34,resign,white,sasa1234,1914,slon-al,1842
3iG76tYn,53,resign,black,slon-al,1856,sasa1234,1903
NZ89tkpl,178,draw,draw,happyspyros,2153,amir2002zzz,2474
C1JCoZAG,91,draw,draw,amir2002zzz,2474,vovaches,2477
8z5O0GXW,57,resign,white,amir2002zzz,2469,donidali,2216
xqeX9j9X,42,resign,black,donidali,2220,amir2002zzz,2464
lVByKtnM,48,mate,black,jogandochess,1973,amir2002zzz,2462
O2lH7Ylz,33,draw,draw,amir2002zzz,2465,fourninetysix,2384
YFAGqr4x,71,resign,white,amir2002zzz,2460,iwin10,2240
i2XoU16H,26,resign,black,jhoynnertello,2104,amir2002zzz,2456
sviA3YFR,32,resign,black,ladratov,2301,amir2002zzz,2449
ufqg7t3b,63,mate,white,amir2002zzz,2447,nagyc42,2005
T9C3CKwR,86,resign,black,kazan2502,2306,amir2002zzz,2438
blXTFCHC,99,resign,white,amir2002zzz,2432,mohmohcom2,2213
Qc2LiPNG,36,resign,black,muemmelmann,2255,amir2002zzz,2425
o5uWDufD,153,draw,draw,amir2002zzz,2428,fairygirl,2360
WsLE7r8G,112,resign,black,mandre,2208,amir2002zzz,2421
tfKCa5g6,39,resign,white,amir2002zzz,2418,horuspower,2067
0pV2ZEKN,28,resign,black,ss96,2083,amir2002zzz,2415
bo6KptgN,65,resign,white,amir2002zzz,2409,onlyprogress,2182
CMeeDg2P,21,resign,black,dmitriy_duyun,2281,amir2002zzz,2400
TpJErHGl,98,resign,black,amazo,2015,amir2002zzz,2397
WnMm30N9,31,resign,black,chessgoals,1426,skorlions28,1371
bn42hcxq,68,resign,black,chessgoals,1437,alex_smite,1476
cMSuepTX,42,resign,white,per1966,1719,saviter,1679
HFJ7z4tg,42,mate,black,saviter,1689,per1966,1670
6bL2hd0X,59,resign,white,gdf1981,1672,saviter,1701
UiMj8nXK,80,resign,black,saviter,1695,morg1515,1923
pM3fIP4b,31,resign,black,saviter,1706,ilkerk,1698
bTIIkDZL,107,outoftime,white,ilkerk,1687,saviter,1717
Yekg9T0E,18,resign,black,saviter,1728,li1chess,1723
trc6nw8p,72,mate,black,robertao,1648,saviter,1719
GK3m5eMT,45,resign,white,saviter,1719,acuario22,1765
ObJZSmQe,66,resign,black,odrim,1648,saviter,1710
iJubJD4Y,93,resign,white,marinaldodelphi,1696,saviter,1722
oNpjGRlN,90,resign,black,saviter,1732,abcheck,1768
WB4cuSmD,23,resign,white,mhamed_basti,1833,saviter,1740
rDQajEka,118,outoftime,black,andyfi,1433,saviter,1737
ZCuSLgmJ,103,draw,draw,saviter,1729,bayron45,2008
JDSNvohS,23,resign,white,saviter,1722,alperbaba5225,1605
AusrgQtE,91,mate,white,saviter,1713,raitenis,1659
RjReoOOB,56,mate,black,cris36,1605,saviter,1698
5cfVF8SL,71,mate,white,saviter,1690,cris36,1613
9y0B0iGR,48,mate,black,cris36,1622,saviter,1681
TpzoFNxO,80,resign,black,fagnervalenca,1702,saviter,1681
c9WUjuhv,33,resign,white,evianwahter,1568,saviter,1696
wZf7MIFt,84,outoftime,black,saviter,1707,episode,1699
xegjALEz,51,resign,white,alenea,1453,saviter,1724
zKEJPiXZ,47,resign,black,saviter,1735,slm_mhr,1733
wmytcciw,74,resign,black,saviter,1744,quadrivium7,1801
Rl65IQlX,77,resign,black,wolf80,1854,saviter,1730
0am1YP3X,54,resign,black,leps000,1705,saviter,1719
mw9H8a1S,75,outoftime,white,saviter,1709,leps000,1716
EqSC4jnk,89,outoftime,white,saviter,1694,wilden,1825
0CCos4zy,62,resign,black,everest999,1651,saviter,1684
P8PM7tjz,49,resign,white,majorwarren,1706,saviter,1695
3Xzd26zM,67,resign,white,saviter,1683,majorwarren,1717
Manr2avh,73,resign,white,majorwarren,1707,saviter,1693
HJmmJQON,43,resign,white,taural,1758,saviter,1702
4lFC7APk,70,resign,black,saviter,1713,yosoyfenix,1709
3rut0m4E,28,resign,black,saviter,1724,maicon92,1734
9uLhcP9g,16,resign,black,saviter,1730,a_th-19,1882
Mn8AEg13,47,resign,white,sanmarcos,2334,niftyleopard,1800
c3O7fGUn,52,mate,black,german276,1680,niftyleopard,1789
7zzPkdqI,43,resign,white,niftyleopard,1774,knightbane,1768
